concept,def_ID1,def_ID2,cosine_similarity
Accessibility,accessibility_12,accessibility_14,0.32090564489184936
Accessibility,accessibility_12,accessibility_15,0.6538592779907041
Accessibility,accessibility_12,accessibility_16,0.1570395621029265
Accessibility,accessibility_12,accessibility_17,0.3429203840343188
Accessibility,accessibility_12,accessibility_18,0.52245830678329
Accessibility,accessibility_13,accessibility_14,0.3790964391846262
Accessibility,accessibility_13,accessibility_15,0.5649232174598451
Accessibility,accessibility_13,accessibility_16,0.12070892076065763
Accessibility,accessibility_13,accessibility_17,0.28169904620535957
Accessibility,accessibility_13,accessibility_18,0.37215704093590646
Accessibility,accessibility_14,accessibility_15,0.3061399739186602
Accessibility,accessibility_14,accessibility_16,0.17371500106183038
Accessibility,accessibility_14,accessibility_17,0.2498909332615311
Accessibility,accessibility_14,accessibility_18,0.31627151318883007
Accessibility,accessibility_15,accessibility_16,0.1544584310100936
Accessibility,accessibility_15,accessibility_17,0.3052948366106171
Accessibility,accessibility_15,accessibility_18,0.3771279189442249
Accessibility,accessibility_16,accessibility_17,0.1581634472821003
Accessibility,accessibility_16,accessibility_18,0.14127956741775152
Accessibility,accessibility_17,accessibility_18,0.3030829489591579
Ad hominem bias,ad_hominem_bias_1,ad_hominem_bias_2,0.48599554509786785
Ad hominem bias,ad_hominem_bias_1,ad_hominem_bias_3,0.20500385153901973
Ad hominem bias,ad_hominem_bias_1,ad_hominem_bias_4,0.2345204236543958
Ad hominem bias,ad_hominem_bias_1,ad_hominem_bias_5,0.4212014246141234
Ad hominem bias,ad_hominem_bias_2,ad_hominem_bias_3,0.2750452216527613
Ad hominem bias,ad_hominem_bias_2,ad_hominem_bias_4,0.4922967106328068
Ad hominem bias,ad_hominem_bias_2,ad_hominem_bias_5,0.31372623568191516
Ad hominem bias,ad_hominem_bias_3,ad_hominem_bias_4,0.18592818679234707
Ad hominem bias,ad_hominem_bias_3,ad_hominem_bias_5,0.2445349789191697
Ad hominem bias,ad_hominem_bias_4,ad_hominem_bias_5,0.15969951571861193
Adversarial (collaborative) commentary,adversarial_collaborative_commentary_1,adversarial_collaborative_commentary_2,0.3710314652446213
Adversarial (collaborative) commentary,adversarial_collaborative_commentary_1,adversarial_collaborative_commentary_3,0.2340860459504624
Adversarial (collaborative) commentary,adversarial_collaborative_commentary_2,adversarial_collaborative_commentary_3,0.5669226089408059
Adversarial collaboration,adversarial_collaboration_1,adversarial_collaboration_2,0.6050747473782206
Adversarial collaboration,adversarial_collaboration_1,adversarial_collaboration_3,0.2563822442358867
Adversarial collaboration,adversarial_collaboration_2,adversarial_collaboration_3,0.410748488344405
Altmetrics,altmetrics_1,altmetrics_2,0.7317637889353757
Altmetrics,altmetrics_1,altmetrics_3,0.39319600407614436
Altmetrics,altmetrics_1,altmetrics_4,0.6621703399623717
Altmetrics,altmetrics_1,altmetrics_5,0.7052759435016611
Altmetrics,altmetrics_1,altmetrics_6,0.5428373660312111
Altmetrics,altmetrics_2,altmetrics_3,0.33921582075226253
Altmetrics,altmetrics_2,altmetrics_4,0.5858775095933438
Altmetrics,altmetrics_2,altmetrics_5,0.6494468819618278
Altmetrics,altmetrics_2,altmetrics_6,0.5584243701771096
Altmetrics,altmetrics_3,altmetrics_4,0.4665425028475365
Altmetrics,altmetrics_3,altmetrics_5,0.3682246502661547
Altmetrics,altmetrics_3,altmetrics_6,0.38983987328887837
Altmetrics,altmetrics_4,altmetrics_5,0.6246966053504831
Altmetrics,altmetrics_4,altmetrics_6,0.6519787448266785
Altmetrics,altmetrics_5,altmetrics_6,0.4350544469569506
Anonymity,anonymity_1,anonymity_2,0.2213729221090061
Anonymity,anonymity_1,anonymity_3,0.608469761318493
Anonymity,anonymity_1,anonymity_4,0.3126593070059269
Anonymity,anonymity_1,anonymity_5,0.6839356937898167
Anonymity,anonymity_1,anonymity_6,0.37877497474468175
Anonymity,anonymity_1,anonymity_7,0.5206740109720276
Anonymity,anonymity_1,anonymity_8,0.43378234950762634
Anonymity,anonymity_1,anonymity_9,0.45390538464764735
Anonymity,anonymity_1,anonymity_10,0.3494990302367319
Anonymity,anonymity_1,anonymity_11,0.26848081339402047
Anonymity,anonymity_1,anonymity_12,0.5369995401752853
Anonymity,anonymity_1,anonymity_13,0.4765086038651124
Anonymity,anonymity_1,anonymity_14,0.20205804321578888
Anonymity,anonymity_1,anonymity_15,0.2398064456665376
Anonymity,anonymity_1,anonymity_16,0.5439188147121513
Anonymity,anonymity_1,anonymity_17,0.37600392216370376
Anonymity,anonymity_1,anonymity_18,0.31365276539009185
Anonymity,anonymity_1,anonymity_19,0.2992681745931521
Anonymity,anonymity_1,anonymity_20,0.3663977602220654
Anonymity,anonymity_1,anonymity_21,0.3171888994139676
Anonymity,anonymity_1,anonymity_22,0.13688637708293344
Anonymity,anonymity_1,anonymity_23,0.29241964279585053
Anonymity,anonymity_1,anonymity_24,0.3025507798148697
Anonymity,anonymity_1,anonymity_25,0.526136572982951
Anonymity,anonymity_1,anonymity_26,0.4136799470857526
Anonymity,anonymity_1,anonymity_27,0.4546429083905486
Anonymity,anonymity_1,anonymity_28,0.10198885332166484
Anonymity,anonymity_2,anonymity_3,0.4238400551242379
Anonymity,anonymity_2,anonymity_4,0.38905904113548767
Anonymity,anonymity_2,anonymity_5,0.31007086982948256
Anonymity,anonymity_2,anonymity_6,0.42106911614631903
Anonymity,anonymity_2,anonymity_7,0.45181319515349877
Anonymity,anonymity_2,anonymity_8,0.41131064115660493
Anonymity,anonymity_2,anonymity_9,0.25869492792520465
Anonymity,anonymity_2,anonymity_10,0.4805357798368662
Anonymity,anonymity_2,anonymity_11,0.1111811166276324
Anonymity,anonymity_2,anonymity_12,0.29749506989038765
Anonymity,anonymity_2,anonymity_13,0.34186062475779305
Anonymity,anonymity_2,anonymity_14,0.4807520687829077
Anonymity,anonymity_2,anonymity_15,0.269540346974071
Anonymity,anonymity_2,anonymity_16,0.23506302021461728
Anonymity,anonymity_2,anonymity_17,0.19049212435973106
Anonymity,anonymity_2,anonymity_18,0.4139315220940013
Anonymity,anonymity_2,anonymity_19,0.39677952242089076
Anonymity,anonymity_2,anonymity_20,0.4127576169696801
Anonymity,anonymity_2,anonymity_21,0.33680074971789364
Anonymity,anonymity_2,anonymity_22,0.18364452304818574
Anonymity,anonymity_2,anonymity_23,0.17345491769060484
Anonymity,anonymity_2,anonymity_24,0.2237990812367179
Anonymity,anonymity_2,anonymity_25,0.3590052298918809
Anonymity,anonymity_2,anonymity_26,0.24720086773182262
Anonymity,anonymity_2,anonymity_27,0.2809475640459249
Anonymity,anonymity_2,anonymity_28,-0.0699525229078485
Anonymity,anonymity_3,anonymity_4,0.49525389822953253
Anonymity,anonymity_3,anonymity_5,0.6573795588217805
Anonymity,anonymity_3,anonymity_6,0.5761663724529956
Anonymity,anonymity_3,anonymity_7,0.5783618890986847
Anonymity,anonymity_3,anonymity_8,0.6755401665040612
Anonymity,anonymity_3,anonymity_9,0.42742670014126705
Anonymity,anonymity_3,anonymity_10,0.5449605632684312
Anonymity,anonymity_3,anonymity_11,0.18506027371069922
Anonymity,anonymity_3,anonymity_12,0.6627201405058326
Anonymity,anonymity_3,anonymity_13,0.5612786713991498
Anonymity,anonymity_3,anonymity_14,0.4504708592040312
Anonymity,anonymity_3,anonymity_15,0.36829522634978645
Anonymity,anonymity_3,anonymity_16,0.4849318833187215
Anonymity,anonymity_3,anonymity_17,0.43079395973366336
Anonymity,anonymity_3,anonymity_18,0.4602320741774596
Anonymity,anonymity_3,anonymity_19,0.4917550409931713
Anonymity,anonymity_3,anonymity_20,0.5789500021734563
Anonymity,anonymity_3,anonymity_21,0.43432738894746564
Anonymity,anonymity_3,anonymity_22,0.10703959673602231
Anonymity,anonymity_3,anonymity_23,0.3122505249702753
Anonymity,anonymity_3,anonymity_24,0.28354775546439076
Anonymity,anonymity_3,anonymity_25,0.6498748812423009
Anonymity,anonymity_3,anonymity_26,0.43505109534285574
Anonymity,anonymity_3,anonymity_27,0.4417315205556305
Anonymity,anonymity_3,anonymity_28,0.0010169838548235884
Anonymity,anonymity_4,anonymity_5,0.482841329537232
Anonymity,anonymity_4,anonymity_6,0.627616840324799
Anonymity,anonymity_4,anonymity_7,0.566695218531105
Anonymity,anonymity_4,anonymity_8,0.605563569774358
Anonymity,anonymity_4,anonymity_9,0.35240373292885335
Anonymity,anonymity_4,anonymity_10,0.46419545013305935
Anonymity,anonymity_4,anonymity_11,0.2838452754354905
Anonymity,anonymity_4,anonymity_12,0.5795293869265162
Anonymity,anonymity_4,anonymity_13,0.5478353287551477
Anonymity,anonymity_4,anonymity_14,0.5212783746144695
Anonymity,anonymity_4,anonymity_15,0.3258517168766667
Anonymity,anonymity_4,anonymity_16,0.29427014766509746
Anonymity,anonymity_4,anonymity_17,0.4137201638430305
Anonymity,anonymity_4,anonymity_18,0.5847016756529643
Anonymity,anonymity_4,anonymity_19,0.6047032317421196
Anonymity,anonymity_4,anonymity_20,0.3965256164689701
Anonymity,anonymity_4,anonymity_21,0.24533445669714687
Anonymity,anonymity_4,anonymity_22,0.20892265146650346
Anonymity,anonymity_4,anonymity_23,0.7543148336797602
Anonymity,anonymity_4,anonymity_24,0.48634674140036677
Anonymity,anonymity_4,anonymity_25,0.3968569659725567
Anonymity,anonymity_4,anonymity_26,0.31282307261186093
Anonymity,anonymity_4,anonymity_27,0.401038650038981
Anonymity,anonymity_4,anonymity_28,0.11760046261718722
Anonymity,anonymity_5,anonymity_6,0.5364697700021819
Anonymity,anonymity_5,anonymity_7,0.5351970940468288
Anonymity,anonymity_5,anonymity_8,0.494723159697439
Anonymity,anonymity_5,anonymity_9,0.3906601035220474
Anonymity,anonymity_5,anonymity_10,0.42246516137471574
Anonymity,anonymity_5,anonymity_11,0.21360577967711875
Anonymity,anonymity_5,anonymity_12,0.7063196432539726
Anonymity,anonymity_5,anonymity_13,0.5831523321803737
Anonymity,anonymity_5,anonymity_14,0.3237812893864052
Anonymity,anonymity_5,anonymity_15,0.19679053727640342
Anonymity,anonymity_5,anonymity_16,0.5674615224382962
Anonymity,anonymity_5,anonymity_17,0.39282962342105066
Anonymity,anonymity_5,anonymity_18,0.46417743766257663
Anonymity,anonymity_5,anonymity_19,0.3671049396107034
Anonymity,anonymity_5,anonymity_20,0.3538577998761405
Anonymity,anonymity_5,anonymity_21,0.27422808366945883
Anonymity,anonymity_5,anonymity_22,0.15484571380490464
Anonymity,anonymity_5,anonymity_23,0.4047951999193692
Anonymity,anonymity_5,anonymity_24,0.3520034628994938
Anonymity,anonymity_5,anonymity_25,0.5522494247715419
Anonymity,anonymity_5,anonymity_26,0.41346734076003944
Anonymity,anonymity_5,anonymity_27,0.5130367360757071
Anonymity,anonymity_5,anonymity_28,0.04452754785171155
Anonymity,anonymity_6,anonymity_7,0.5009116345231717
Anonymity,anonymity_6,anonymity_8,0.5612137227726174
Anonymity,anonymity_6,anonymity_9,0.43973672641683426
Anonymity,anonymity_6,anonymity_10,0.4209401487931461
Anonymity,anonymity_6,anonymity_11,0.24251851972081787
Anonymity,anonymity_6,anonymity_12,0.5845184726586853
Anonymity,anonymity_6,anonymity_13,0.6898191092306394
Anonymity,anonymity_6,anonymity_14,0.3712158850656204
Anonymity,anonymity_6,anonymity_15,0.31413312671481874
Anonymity,anonymity_6,anonymity_16,0.3769103191470237
Anonymity,anonymity_6,anonymity_17,0.39763475722568714
Anonymity,anonymity_6,anonymity_18,0.5056032625631909
Anonymity,anonymity_6,anonymity_19,0.45865601760571667
Anonymity,anonymity_6,anonymity_20,0.444303769290836
Anonymity,anonymity_6,anonymity_21,0.2896451961803812
Anonymity,anonymity_6,anonymity_22,0.08490953508688866
Anonymity,anonymity_6,anonymity_23,0.5954539620659715
Anonymity,anonymity_6,anonymity_24,0.3132146449778902
Anonymity,anonymity_6,anonymity_25,0.5088720803878869
Anonymity,anonymity_6,anonymity_26,0.39358672592862515
Anonymity,anonymity_6,anonymity_27,0.4433389508980462
Anonymity,anonymity_6,anonymity_28,0.07445401787560017
Anonymity,anonymity_7,anonymity_8,0.6610641041798758
Anonymity,anonymity_7,anonymity_9,0.44689019650970263
Anonymity,anonymity_7,anonymity_10,0.5839040028337048
Anonymity,anonymity_7,anonymity_11,0.24646258309640096
Anonymity,anonymity_7,anonymity_12,0.6225444257576883
Anonymity,anonymity_7,anonymity_13,0.5685729879962428
Anonymity,anonymity_7,anonymity_14,0.47376024329676697
Anonymity,anonymity_7,anonymity_15,0.33606102207375776
Anonymity,anonymity_7,anonymity_16,0.4691797710164073
Anonymity,anonymity_7,anonymity_17,0.400670972465371
Anonymity,anonymity_7,anonymity_18,0.6245251943318555
Anonymity,anonymity_7,anonymity_19,0.5412563459502385
Anonymity,anonymity_7,anonymity_20,0.5022943271165994
Anonymity,anonymity_7,anonymity_21,0.3628152638857053
Anonymity,anonymity_7,anonymity_22,0.2054893552192617
Anonymity,anonymity_7,anonymity_23,0.38737709765255335
Anonymity,anonymity_7,anonymity_24,0.5038043173863022
Anonymity,anonymity_7,anonymity_25,0.5356189764178112
Anonymity,anonymity_7,anonymity_26,0.4255645761339471
Anonymity,anonymity_7,anonymity_27,0.5268915785833592
Anonymity,anonymity_7,anonymity_28,0.05754051482432535
Anonymity,anonymity_8,anonymity_9,0.3790682216220491
Anonymity,anonymity_8,anonymity_10,0.5740312927539428
Anonymity,anonymity_8,anonymity_11,0.18328687522947087
Anonymity,anonymity_8,anonymity_12,0.6330157763444602
Anonymity,anonymity_8,anonymity_13,0.5158979874557641
Anonymity,anonymity_8,anonymity_14,0.43582006863245765
Anonymity,anonymity_8,anonymity_15,0.5022435961029078
Anonymity,anonymity_8,anonymity_16,0.35838188576933
Anonymity,anonymity_8,anonymity_17,0.4095058642593557
Anonymity,anonymity_8,anonymity_18,0.4721899786451023
Anonymity,anonymity_8,anonymity_19,0.6262993422916896
Anonymity,anonymity_8,anonymity_20,0.49315548991106756
Anonymity,anonymity_8,anonymity_21,0.30156147005484935
Anonymity,anonymity_8,anonymity_22,0.09489796654336274
Anonymity,anonymity_8,anonymity_23,0.43163200234087856
Anonymity,anonymity_8,anonymity_24,0.335400777967594
Anonymity,anonymity_8,anonymity_25,0.5542977894819391
Anonymity,anonymity_8,anonymity_26,0.30370473945183674
Anonymity,anonymity_8,anonymity_27,0.37007343161580386
Anonymity,anonymity_8,anonymity_28,0.04698420875394178
Anonymity,anonymity_9,anonymity_10,0.36373595224874194
Anonymity,anonymity_9,anonymity_11,0.20609132519500528
Anonymity,anonymity_9,anonymity_12,0.4039019851257987
Anonymity,anonymity_9,anonymity_13,0.38407045494902164
Anonymity,anonymity_9,anonymity_14,0.25211301849257967
Anonymity,anonymity_9,anonymity_15,0.2936634023382573
Anonymity,anonymity_9,anonymity_16,0.4279087484419209
Anonymity,anonymity_9,anonymity_17,0.16391864513407675
Anonymity,anonymity_9,anonymity_18,0.20175657351699877
Anonymity,anonymity_9,anonymity_19,0.3333193268234548
Anonymity,anonymity_9,anonymity_20,0.3889240806084244
Anonymity,anonymity_9,anonymity_21,0.47463146971270537
Anonymity,anonymity_9,anonymity_22,0.0739829131295879
Anonymity,anonymity_9,anonymity_23,0.31907819527649345
Anonymity,anonymity_9,anonymity_24,0.3670599433617806
Anonymity,anonymity_9,anonymity_25,0.4686325252497902
Anonymity,anonymity_9,anonymity_26,0.4548281024259531
Anonymity,anonymity_9,anonymity_27,0.5238116258588905
Anonymity,anonymity_9,anonymity_28,0.029994105105836902
Anonymity,anonymity_10,anonymity_11,0.21562895369144897
Anonymity,anonymity_10,anonymity_12,0.5063352627341492
Anonymity,anonymity_10,anonymity_13,0.4386274413059835
Anonymity,anonymity_10,anonymity_14,0.6759945928770887
Anonymity,anonymity_10,anonymity_15,0.2035567878218346
Anonymity,anonymity_10,anonymity_16,0.3374554537492441
Anonymity,anonymity_10,anonymity_17,0.3283932238718454
Anonymity,anonymity_10,anonymity_18,0.5215185918886618
Anonymity,anonymity_10,anonymity_19,0.562610608957342
Anonymity,anonymity_10,anonymity_20,0.5096005446364263
Anonymity,anonymity_10,anonymity_21,0.4481270138847519
Anonymity,anonymity_10,anonymity_22,0.17075648117955106
Anonymity,anonymity_10,anonymity_23,0.2147767771394037
Anonymity,anonymity_10,anonymity_24,0.3321905688364816
Anonymity,anonymity_10,anonymity_25,0.4627297191827395
Anonymity,anonymity_10,anonymity_26,0.4241411707241297
Anonymity,anonymity_10,anonymity_27,0.4965057040636783
Anonymity,anonymity_10,anonymity_28,-0.009544074745507487
Anonymity,anonymity_11,anonymity_12,0.3056208297545949
Anonymity,anonymity_11,anonymity_13,0.2603659047982371
Anonymity,anonymity_11,anonymity_14,0.13922358745521624
Anonymity,anonymity_11,anonymity_15,0.06121849736868279
Anonymity,anonymity_11,anonymity_16,0.2847776452481118
Anonymity,anonymity_11,anonymity_17,0.1889528862547427
Anonymity,anonymity_11,anonymity_18,0.1697997742420736
Anonymity,anonymity_11,anonymity_19,0.3008052917193698
Anonymity,anonymity_11,anonymity_20,0.09798532782067156
Anonymity,anonymity_11,anonymity_21,0.09100589594638825
Anonymity,anonymity_11,anonymity_22,0.031118376374791614
Anonymity,anonymity_11,anonymity_23,0.20849875008151714
Anonymity,anonymity_11,anonymity_24,0.5260134434591834
Anonymity,anonymity_11,anonymity_25,0.1805763173400664
Anonymity,anonymity_11,anonymity_26,0.5194835832670858
Anonymity,anonymity_11,anonymity_27,0.2419968555744299
Anonymity,anonymity_11,anonymity_28,0.6517329703408262
Anonymity,anonymity_12,anonymity_13,0.6211027839268999
Anonymity,anonymity_12,anonymity_14,0.4109408031439648
Anonymity,anonymity_12,anonymity_15,0.26108435555430864
Anonymity,anonymity_12,anonymity_16,0.4499132783802615
Anonymity,anonymity_12,anonymity_17,0.38463935227518437
Anonymity,anonymity_12,anonymity_18,0.5259709207225828
Anonymity,anonymity_12,anonymity_19,0.4602466501843066
Anonymity,anonymity_12,anonymity_20,0.44600502146630044
Anonymity,anonymity_12,anonymity_21,0.2940831508202058
Anonymity,anonymity_12,anonymity_22,0.2065421652790679
Anonymity,anonymity_12,anonymity_23,0.49059721612956614
Anonymity,anonymity_12,anonymity_24,0.531082653715612
Anonymity,anonymity_12,anonymity_25,0.6333494432869048
Anonymity,anonymity_12,anonymity_26,0.45976597858247586
Anonymity,anonymity_12,anonymity_27,0.5514665583693242
Anonymity,anonymity_12,anonymity_28,0.13824277624031023
Anonymity,anonymity_13,anonymity_14,0.37025590318505724
Anonymity,anonymity_13,anonymity_15,0.25220251511386144
Anonymity,anonymity_13,anonymity_16,0.46782544410034843
Anonymity,anonymity_13,anonymity_17,0.48942304614313875
Anonymity,anonymity_13,anonymity_18,0.4910302070964477
Anonymity,anonymity_13,anonymity_19,0.45754947028011655
Anonymity,anonymity_13,anonymity_20,0.44597051452362463
Anonymity,anonymity_13,anonymity_21,0.28130072277927903
Anonymity,anonymity_13,anonymity_22,0.14278387295049288
Anonymity,anonymity_13,anonymity_23,0.5149379242322925
Anonymity,anonymity_13,anonymity_24,0.30858435577510096
Anonymity,anonymity_13,anonymity_25,0.5049514258740406
Anonymity,anonymity_13,anonymity_26,0.4106933561532776
Anonymity,anonymity_13,anonymity_27,0.4788450782410089
Anonymity,anonymity_13,anonymity_28,0.07251121545558027
Anonymity,anonymity_14,anonymity_15,0.18846861228308232
Anonymity,anonymity_14,anonymity_16,0.20959937833509837
Anonymity,anonymity_14,anonymity_17,0.3390406205307247
